-7.023197998456451156e-05,-1.798681539160120900e-04,4.142129123490861426e-05,3.280450469864134113e-04,3.411208617416358266e-04,2.735097939445344210e-06,1.125353461648282804e-04,8.434350491838780983e-05,1.078084166240784390e-04,1.161799476374750283e-04,-4.100957803772642429e-04,1.201575083226006274e-04,2.027570978032630933e+02
-5.135445383147523133e-05,1.605799175777778331e-04,-9.830079230761128091e-06,2.741190794895534714e-04,-3.310947363338187727e-04,2.527541933528433386e-04,1.256406411327166560e-04,1.468363301462186738e-04,8.398956619188010825e-05,-1.354350171969639796e-04,-2.397395711929157906e-04,-1.634774893946190481e-04,1.663929530041317406e+01
5.709559069724883348e-05,1.677749325311711826e-05,3.068409549605804576e-04,-2.818845275829592401e-04,1.235435203699633935e-04,-1.149498762101668412e-04,1.963496781107578262e-04,4.737469306242376521e-04,8.748492874851180397e-05,1.063358601090537573e-05,2.884106884499437342e-06,1.200333620483843357e-04,3.653488925593700287e+02
-9.395281993115695755e-05,8.165369880686703969e-05,1.112594229333958650e-04,1.524683720409536047e-04,5.387067397869227766e-05,-4.939611966368410425e-04,-1.567758073427816061e-04,-2.252268766542584241e-05,-4.019984250768337945e-04,-2.554740199940287856e-04,-1.353265915497781676e-04,-1.277869950151923502e-04,-2.863233354150380592e+02
1.381568201214279190e-04,-1.104919295400008182e-05,3.574223342224297826e-05,-9.345628914485995910e-05,-2.789475831741296713e-05,-6.658668785841717856e-06,2.368703090485554648e-04,-3.031185736780120572e-04,-3.500482167568150726e-04,1.941618744168332794e-04,-4.384432977200638831e-04,-3.007970205025584727e-04,-1.106320978517339881e+02
2.450613459866897076e-05,-1.136752316485274933e-04,4.993272892523412614e-05,-2.938490775599806801e-04,1.177262118462599666e-04,1.622407436237757207e-04,1.681254888767262586e-05,-3.820263373987637582e-04,5.149611810028460035e-05,9.937586525520170555e-05,-1.914477295590407823e-04,-1.286950489542901797e-04,-1.509260998854831541e+02
-1.782762822206588693e-04,3.920281984772198020e-05,1.272379342040153493e-04,-3.404996568111963808e-04,1.398302081817328062e-05,1.350914995996540711e-04,4.129410520283570890e-05,-1.160850228533045190e-04,-2.190063651326726020e-04,-1.285287772671379815e-04,-1.403667685938786501e-04,1.650270763449240255e-04,-3.153058797717176631e+01
-6.040798178643855786e-05,-4.177197720598936539e-04,2.205041494464477316e-05,8.343866398869075431e-05,1.050471430784342719e-04,-3.136186787349464796e-05,2.034634741062152244e-05,1.833817134201506241e-05,-2.657779318800650571e-04,-1.144053678193157495e-04,-6.274967308038754607e-05,-2.244704335323994030e-04,-1.617006329714104709e+02
3.629914962397628856e-04,7.336899391883915154e-05,9.520669024516658881e-05,-6.173184591488120165e-05,5.257713876207183001e-06,-4.073068008271233851e-05,-1.675554762639797557e-04,-1.899398419612987007e-05,-7.390149325638630689e-05,-1.814036105819727700e-04,2.436720456928437761e-04,-1.016817114183423451e-04,-2.118795128882098311e+02
3.377018281354104913e-04,-1.751827608099297497e-04,-1.854799461393311652e-04,-2.521819423710154270e-05,-3.814719238710503890e-04,1.329249683553812632e-04,-3.906461037131103383e-04,-9.179283379500945421e-05,2.776117436693243995e-04,-1.088353598879891174e-04,-9.681934221675276122e-05,1.269848306949311254e-04,-1.713229538843177977e+02
